Player,OPP,MP,FGAVG,FGAAVG,FG%AVG,3PAVG,3PAAVG,3P%AVG,FTAVG,FTAAVG,FT%AVG,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,+/-,Bucket
Fox,TOR,37:29,8.50,23.50,0.36,1.50,7.50,0.15,4.00,6.00,0.69,1,1,2,4,2,1,2,4,16.9,-1,5.00
Fox,NOP,25:33,8.00,21.00,0.39,0.50,4.00,0.17,3.00,3.50,0.88,0,2,2,4,0,0,4,3,-5.4,-30,1.00
Fox,DET,33:18,5.50,15.00,0.30,1.00,3.50,0.29,1.50,1.50,0.50,0,3,3,4,2,0,5,2,16.6,+2,6.00
Fox,CHO,28:14,5.50,14.50,0.31,2.50,5.50,0.41,1.00,1.00,0.50,0,1,1,3,1,1,1,0,14.7,+25,4.00
Fox,PHI,37:49,9.00,16.50,0.55,3.50,7.00,0.50,1.00,2.00,0.50,1,4,5,4,1,0,2,2,14.6,-25,5.00
Fox,MIL,42:53,6.50,14.50,0.45,2.50,7.00,0.36,4.50,6.50,0.41,1,1,2,5,3,0,4,4,20.1,-3,7.00
Fox,PHO,36:46,8.50,20.50,0.40,2.00,6.50,0.31,7.50,9.00,0.84,1,1,2,6,2,0,1,2,25.6,+6,7.00
Fox,IND,39:34,12.00,25.00,0.48,4.00,8.00,0.47,4.50,6.00,0.73,1,5,6,6,1,0,1,2,17.2,+3,5.00
Fox,ATL,34:46,10.00,22.00,0.45,4.50,8.50,0.51,4.00,7.00,0.58,0,3,3,1,1,0,1,1,3.6,+7,3.00
Fox,GSW,35:34,6.50,18.00,0.36,1.50,6.00,0.21,3.50,6.00,0.61,0,1,1,5,1,1,1,3,24.7,-12,6.00
Fox,DAL,37:22,7.00,16.00,0.44,1.50,6.00,0.21,5.00,5.50,0.83,1,2,3,5,2,2,2,3,27.0,+18,7.00
Fox,MEM,34:02,11.00,20.00,0.55,2.00,6.00,0.31,7.50,8.00,0.94,1,4,5,4,2,0,3,1,18.1,+8,5.00
Fox,MIA,36:52,10.50,19.00,0.56,1.00,4.50,0.23,6.50,9.00,0.74,0,5,5,3,2,0,2,3,5.0,-4,3.00
Fox,IND,35:07,6.00,15.00,0.41,1.00,6.00,0.19,5.00,8.00,0.63,0,3,3,3,6,1,3,1,19.4,+7,5.00
Fox,CHI,35:25,7.50,18.50,0.39,1.00,6.50,0.16,3.00,6.00,0.50,0,4,4,4,5,0,3,5,32.6,+5,9.00
Fox,CLE,35:25,12.00,22.50,0.53,3.00,8.00,0.33,6.00,9.00,0.58,1,3,4,1,2,1,3,4,8.6,-12,4.00
Fox,DET,34:35,10.50,22.00,0.47,4.00,10.00,0.39,5.00,6.00,0.42,1,2,3,7,3,1,2,4,8.9,-17,3.00
Fox,DEN,27:59,6.50,17.00,0.38,2.50,7.00,0.37,0.00,2.00,0.00,0,2,2,10,5,0,3,3,15.7,+26,3.00
Fox,OKC,32:45,6.00,14.50,0.41,1.50,3.50,0.45,0.00,2.00,0.00,0,1,1,5,0,0,3,3,4.3,-27,3.00
Fox,PHO,39:50,6.50,16.00,0.41,1.50,5.00,0.38,0.50,1.50,0.17,4,5,9,6,3,0,6,4,26.6,-9,8.00
Fox,DEN,42:53,10.00,24.00,0.40,3.50,10.00,0.33,4.00,6.50,0.52,3,5,8,8,2,0,1,2,25.2,+14,6.00
Fox,SAS,37:21,13.00,28.50,0.46,3.50,9.50,0.35,5.50,8.00,0.68,0,5,5,9,2,1,3,1,26.5,-1,6.00
Fox,LAC,32:44,12.00,22.00,0.56,2.00,6.50,0.31,3.00,5.00,0.58,2,4,6,7,3,0,3,3,28.3,+23,7.00
Fox,MIA,38:32,12.00,20.00,0.61,1.00,5.00,0.17,5.50,7.00,0.70,3,5,8,6,3,1,7,2,19.1,-9,6.00
Fox,CHI,38:50,12.50,23.00,0.54,0.50,4.50,0.10,4.50,5.00,0.45,0,1,1,10,1,0,5,0,14.9,+8,4.00
Fox,LAL,39:27,10.50,20.00,0.52,1.50,6.00,0.24,1.00,1.50,0.33,0,4,4,4,2,0,3,3,30.6,+5,9.00
Fox,SAS,35:04,13.50,24.00,0.55,2.00,6.50,0.31,3.00,4.00,0.73,2,3,5,5,3,0,1,6,21.6,0,7.00
Fox,HOU,33:31,16.50,32.00,0.52,1.50,6.50,0.24,4.00,4.50,0.90,0,9,9,1,1,1,0,2,10.4,-9,4.00
Fox,MIL,32:24,10.50,26.50,0.39,1.50,8.00,0.18,3.00,3.00,1.00,1,5,6,7,2,1,4,2,26.5,+25,6.00
Fox,LAL,35:13,9.00,19.00,0.49,3.00,7.00,0.51,2.50,2.50,1.00,1,3,4,7,1,0,2,3,14.9,+13,5.00
Fox,NYK,36:27,10.00,18.50,0.55,2.50,5.00,0.50,2.50,2.50,1.00,1,6,7,9,2,0,3,4,14.1,0,4.00
Fox,MEM,42:55,7.00,19.50,0.36,1.50,6.00,0.24,5.00,6.00,0.90,1,6,7,10,3,1,6,4,20.2,0,5.00
Fox,TOR,28:26,6.50,17.50,0.38,3.00,7.00,0.43,5.50,7.00,0.78,0,4,4,5,2,0,3,0,16.0,+22,4.00
Fox,WAS,36:47,8.00,15.50,0.52,3.50,7.00,0.50,2.00,3.00,0.63,3,2,5,5,6,1,3,4,16.3,-7,5.00
Edwards,TOR,38:18,,,,,,,,,,5,9,14,1,0,0,2,1,14.8,0,6.00
Edwards,MIA,33:22,,,,,,,,,,0,2,2,7,0,0,2,3,13.6,+21,4.00
Edwards,ATL,37:47,7.50,21.00,0.38,3.50,6.00,0.59,4.00,4.00,1.00,0,5,5,7,1,0,5,4,21.9,-9,7.00
Edwards,DEN,31:50,10.00,18.00,0.54,4.00,6.50,0.61,1.00,1.50,0.50,0,2,2,1,2,0,4,1,14.5,+11,5.00
Edwards,UTA,35:44,10.50,18.50,0.56,3.00,6.00,0.44,3.50,4.50,0.44,0,8,8,6,1,0,6,0,23.7,+27,7.00
Edwards,BOS,38:08,10.50,17.50,0.59,1.50,4.00,0.38,5.00,6.50,0.74,0,9,9,7,1,0,3,5,29.7,+18,8.00
Edwards,NOP,33:04,14.00,22.00,0.64,2.00,6.00,0.38,4.50,6.00,0.73,0,3,3,8,3,2,3,1,21.7,+35,6.00
Edwards,SAS,37:07,12.50,23.50,0.53,2.00,8.00,0.25,5.00,6.00,0.83,2,5,7,5,2,1,4,1,20.4,+3,6.00
Edwards,GSW,37:46,9.50,21.50,0.44,2.00,8.00,0.25,6.00,8.00,0.76,1,5,6,7,2,0,4,0,23.6,+15,7.00
Edwards,GSW,36:18,10.00,24.00,0.42,1.50,8.50,0.18,9.00,10.50,0.86,0,4,4,4,3,0,5,1,12.4,-9,4.00
Edwards,PHO,30:31,9.00,21.50,0.42,2.00,7.50,0.31,6.50,7.50,0.80,1,3,4,4,1,1,1,0,8.5,-29,3.00
Edwards,NOP,30:08,5.50,16.00,0.34,2.00,4.50,0.42,3.50,4.50,0.80,0,3,3,4,0,0,3,6,11.6,+13,5.00
Edwards,NYK,39:08,6.50,17.50,0.36,3.00,6.50,0.42,2.00,2.00,0.50,2,8,10,5,2,0,3,1,17.8,+9,5.00
Edwards,PHI,35:48,9.00,20.00,0.45,3.00,8.00,0.33,2.00,2.00,0.50,2,4,6,6,2,0,2,2,26.0,+19,7.00
Edwards,SAC,39:32,10.00,21.50,0.46,3.00,7.50,0.36,4.00,4.00,1.00,0,7,7,5,2,2,4,2,27.3,+5,7.00
Edwards,MEM,33:59,9.50,21.50,0.44,3.50,9.00,0.39,10.50,11.00,0.97,0,5,5,7,0,1,2,3,21.3,+23,5.00
Edwards,OKC,28:01,8.00,17.50,0.48,1.50,6.50,0.24,12.00,12.50,0.97,0,5,5,1,0,1,2,2,11.9,0,5.00
Edwards,SAS,36:53,7.50,15.00,0.50,2.00,5.00,0.38,5.50,6.50,0.83,1,6,7,6,1,1,3,2,10.9,+14,4.00
Edwards,MEM,3:43,5.50,16.50,0.34,2.50,5.50,0.45,5.50,7.00,0.77,0,0,0,1,0,0,0,0,0.0,-3,0.00
Edwards,DAL,34:34,2.00,9.00,0.12,1.00,2.50,0.20,3.50,4.00,0.44,1,1,2,11,2,0,5,2,0.6,+20,2.00
Edwards,IND,33:38,1.50,10.00,0.08,0.00,1.50,0.00,1.50,3.00,0.25,0,2,2,4,3,0,4,3,27.7,+17,8.00
Edwards,MIA,39:59,8.50,21.00,0.38,3.50,6.50,0.35,2.50,4.00,0.75,0,8,8,5,3,2,1,1,28.6,+6,7.00
Edwards,PHI,36:16,13.50,24.00,0.56,4.50,9.50,0.46,3.00,3.00,1.00,1,6,7,5,0,0,1,2,20.4,-10,6.00
Edwards,LAL,38:18,11.00,22.50,0.49,2.00,7.50,0.28,5.50,6.00,0.94,0,7,7,5,3,1,5,0,21.2,+2,6.00
Edwards,SAC,39:05,9.00,19.50,0.46,2.00,6.00,0.33,7.00,8.00,0.88,0,5,5,10,1,1,5,1,25.1,+8,7.00
Edwards,OKC,34:06,11.00,23.00,0.48,2.50,9.00,0.29,6.00,6.50,0.94,1,6,7,6,1,0,4,3,17.5,-16,5.00
Edwards,DAL,37:52,10.00,21.50,0.46,2.50,8.50,0.33,7.00,9.00,0.85,0,3,3,4,3,1,6,2,31.7,+11,9.00
Edwards,LAL,38:09,9.50,19.50,0.48,4.00,8.00,0.47,11.50,15.50,0.74,0,3,3,3,0,3,3,3,19.0,+8,7.00
Edwards,NYK,37:31,11.00,23.00,0.48,4.00,9.50,0.40,11.50,14.50,0.80,0,4,4,2,0,2,4,1,23.9,+2,7.00
Edwards,NOP,37:04,10.50,22.00,0.48,3.00,8.50,0.35,9.00,10.50,0.86,2,2,4,5,1,1,6,1,24.4,-15,7.00
Edwards,HOU,32:33,11.00,21.50,0.51,4.00,8.00,0.51,9.00,10.00,0.90,0,3,3,5,2,0,5,2,15.9,+14,5.00
Edwards,DAL,36:55,9.50,19.50,0.49,3.00,6.00,0.49,7.50,8.00,0.95,5,5,10,3,3,1,2,3,29.5,-5,8.00
Edwards,ORL,25:37,11.00,22.00,0.50,2.50,5.50,0.45,5.50,6.50,0.86,1,3,4,3,0,0,5,3,-1.0,+1,2.00
Edwards,BOS,45:43,8.00,17.00,0.40,1.50,4.00,0.25,3.50,5.00,0.69,0,6,6,3,0,0,5,1,14.4,-1,6.00
Edwards,POR,27:18,6.50,16.00,0.36,1.50,4.00,0.25,3.00,3.50,0.83,0,3,3,6,1,1,0,2,9.9,+41,2.00
Edwards,LAC,38:13,7.50,17.00,0.44,1.50,4.50,0.25,2.50,3.00,0.75,1,8,9,6,2,0,5,1,29.3,+13,7.00
Edwards,DET,33:29,7.00,12.50,0.53,1.00,3.50,0.25,6.00,7.00,0.71,0,5,5,8,0,0,3,3,17.1,+5,6.00
Edwards,MEM,34:27,10.00,20.00,0.52,2.50,6.00,0.44,7.50,8.00,0.96,0,5,5,5,1,0,3,2,20.9,+10,6.00
Edwards,OKC,38:00,10.50,21.50,0.50,2.00,7.00,0.27,4.50,5.00,0.92,0,5,5,5,0,0,5,2,12.0,-13,4.00
Edwards,CHO,36:38,8.50,14.50,0.59,1.00,4.50,0.25,5.50,8.00,0.72,0,5,5,11,0,0,1,1,10.3,+7,2.00
Edwards,WAS,34:02,4.50,10.50,0.44,1.00,4.00,0.27,4.00,6.00,0.80,1,2,3,5,1,0,4,4,22.6,+8,8.00
Edwards,BRK,35:41,7.00,19.50,0.33,2.00,7.50,0.25,7.50,8.00,0.96,0,1,1,3,1,0,3,3,9.9,-5,5.00
Edwards,SAS,38:24,9.50,25.50,0.37,3.00,8.50,0.36,9.00,10.00,0.88,1,5,6,12,1,0,4,0,31.0,+7,7.00
Edwards,OKC,40:22,10.00,20.50,0.51,4.50,7.50,0.59,3.50,5.00,0.67,0,4,4,4,1,0,4,4,16.4,-1,6.00
Edwards,DAL,29:56,11.00,19.00,0.58,4.50,6.50,0.68,3.00,4.00,0.75,0,5,5,5,0,0,2,1,9.3,+18,2.00
Edwards,ORL,35:28,6.50,12.50,0.55,2.00,3.50,0.55,3.00,3.00,1.00,0,1,1,5,1,0,3,1,14.0,+6,5.00
Edwards,HOU,33:30,6.00,11.50,0.55,1.50,5.00,0.38,2.00,2.50,0.83,1,5,6,1,1,1,4,3,19.6,+27,7.00
Edwards,CHI,43:33,10.00,20.00,0.50,3.00,8.00,0.38,4.00,5.50,0.71,0,12,12,5,2,1,5,5,26.6,-4,8.00
Edwards,MIL,35:39,11.50,24.00,0.48,4.50,8.50,0.53,7.50,9.50,0.78,0,3,3,9,1,0,0,3,21.8,+16,6.00
Edwards,LAC,32:24,10.50,23.00,0.46,4.50,10.00,0.46,6.50,8.50,0.74,0,7,7,8,1,0,1,2,20.5,+18,5.00
Edwards,POR,34:18,8.50,19.00,0.45,2.50,11.00,0.23,5.00,6.00,0.83,0,4,4,2,2,1,2,1,31.4,+16,9.00
Edwards,POR,32:37,12.00,22.50,0.52,2.50,9.50,0.30,5.50,5.50,1.00,1,5,6,7,2,1,1,1,32.1,+36,7.00
Edwards,MIL,37:51,14.00,24.00,0.58,3.50,7.50,0.46,6.00,6.50,0.94,0,9,9,5,1,0,3,2,15.7,-16,6.00
Edwards,BRK,37:50,11.00,24.00,0.47,3.50,9.50,0.38,5.50,7.00,0.77,0,8,8,3,2,1,1,0,22.3,+16,6.00
Edwards,SAS,33:05,10.50,25.00,0.42,2.50,7.50,0.33,5.00,7.50,0.67,1,4,5,5,4,1,4,0,25.0,+5,7.00
Edwards,MEM,39:32,12.00,26.00,0.46,2.50,6.50,0.37,5.00,6.50,0.83,0,2,2,4,0,1,3,3,23.6,+8,7.00
Edwards,SAC,18:48,12.00,25.00,0.49,2.50,8.00,0.28,7.50,7.50,1.00,0,2,2,2,0,1,1,0,5.8,-3,3.00
Edwards,LAC,36:43,6.50,16.00,0.35,1.00,4.50,0.25,8.50,8.50,1.00,0,5,5,2,3,0,3,1,19.1,+10,6.00
Edwards,POR,34:42,5.50,15.50,0.32,2.00,6.50,0.32,6.00,6.00,1.00,0,4,4,6,1,0,2,2,10.4,+8,3.00
Edwards,IND,38:36,6.50,15.00,0.43,2.00,6.50,0.32,5.00,6.00,0.83,2,4,6,3,2,2,0,1,33.2,+2,9.00
Edwards,CLE,42:22,11.00,22.50,0.46,2.00,5.00,0.38,4.50,7.00,0.65,1,4,5,3,1,1,5,3,2.4,-20,4.00
Edwards,LAL,39:53,12.50,31.00,0.39,1.50,7.00,0.21,5.00,6.50,0.81,1,6,7,7,2,2,3,2,19.5,-14,5.00
Edwards,LAC,36:30,8.50,25.00,0.35,1.00,8.00,0.11,4.00,4.50,0.88,2,6,8,4,1,0,2,3,25.7,+22,8.00
Edwards,UTA,35:12,12.50,26.00,0.48,2.00,8.50,0.24,4.00,5.50,0.73,1,9,10,5,3,3,4,1,29.0,+16,7.00
Edwards,UTA,37:51,13.50,24.50,0.56,3.50,7.50,0.48,3.50,5.00,0.69,1,6,7,8,1,2,3,2,27.8,-1,7.00
Edwards,DEN,37:40,12.50,21.50,0.58,3.50,7.50,0.48,3.00,3.50,0.83,1,7,8,8,2,0,3,1,23.6,-8,6.00
Edwards,CLE,34:43,13.00,24.50,0.53,2.50,8.00,0.31,2.50,3.00,0.75,2,11,13,5,0,0,3,1,10.9,+12,4.00
Young,CHO,36:01,,,,,,,,,,0,1,1,9,1,0,5,3,12.3,-11,5.00
Young,NYK,35:18,,,,,,,,,,1,2,3,12,3,0,6,2,13.5,-5,4.00
Young,MIL,32:02,4.00,17.50,0.23,1.50,7.00,0.26,11.00,12.50,0.87,0,3,3,11,1,0,3,1,17.6,+13,4.00
Young,MIN,35:00,4.50,15.00,0.30,2.50,6.50,0.39,7.50,9.50,0.79,0,1,1,8,1,0,1,1,17.7,+4,5.00
Young,WAS,35:16,7.00,18.00,0.38,2.00,7.50,0.26,6.00,7.00,0.89,0,3,3,10,2,0,3,1,19.3,+4,5.00
Young,NOP,38:44,8.00,20.00,0.40,1.00,5.00,0.24,6.50,7.00,0.94,3,2,5,12,1,0,5,3,19.8,+18,5.00
Young,OKC,36:25,7.00,16.50,0.43,2.00,5.00,0.38,6.50,7.50,0.86,1,3,4,11,1,0,7,1,14.3,-18,5.00
Young,ORL,34:18,6.00,16.50,0.37,2.00,6.00,0.31,8.00,8.50,0.92,2,2,4,8,3,0,3,1,33.7,+1,9.00
Young,MIA,38:27,8.50,22.50,0.36,3.00,10.00,0.27,11.50,12.00,0.96,0,2,2,11,1,0,5,0,20.4,+4,6.00
Young,NYK,34:28,9.50,23.00,0.41,4.00,12.00,0.33,11.00,12.00,0.92,0,1,1,17,2,0,3,0,18.6,+1,3.00
Young,PHI,36:58,5.50,15.50,0.35,1.50,6.50,0.17,8.50,10.00,0.84,0,2,2,13,1,0,4,3,19.7,+12,5.00
Young,IND,38:49,4.50,13.00,0.35,1.00,5.00,0.17,8.50,9.50,0.89,0,1,1,8,3,0,3,3,35.6,-2,8.00
Young,BRK,39:58,9.00,15.50,0.56,3.50,7.00,0.48,8.50,9.00,0.94,2,2,4,9,2,0,4,0,31.6,-11,9.00
Young,WAS,30:22,12.50,24.00,0.58,6.50,12.00,0.56,9.00,10.50,0.86,0,6,6,10,2,0,2,1,26.1,+40,6.00
Young,BOS,37:16,10.50,24.00,0.46,6.50,12.00,0.56,7.00,8.00,0.92,1,4,5,7,0,0,5,3,18.3,-11,7.00
Young,CLE,32:16,10.50,22.00,0.49,5.50,12.00,0.50,3.00,4.50,0.75,0,1,1,10,1,0,3,3,8.1,-27,3.00
Young,SAS,39:57,7.50,20.50,0.33,4.00,12.00,0.31,4.00,6.00,0.67,0,4,4,14,2,0,2,1,40.1,-1,9.00
Young,MIL,36:44,9.00,21.50,0.37,2.00,8.50,0.24,9.00,11.00,0.82,2,0,2,12,2,0,4,0,25.0,-8,7.00
Young,BRK,37:14,14.00,28.50,0.49,3.50,11.00,0.30,7.00,9.00,0.66,1,0,1,9,0,2,5,2,20.2,+3,6.00
Young,DEN,26:20,12.00,26.00,0.46,4.00,11.00,0.36,3.00,3.50,0.75,0,1,1,9,1,0,5,2,14.4,-10,4.00
Young,TOR,39:14,8.00,18.00,0.44,2.50,7.00,0.37,6.00,6.00,1.00,0,4,4,17,0,1,5,3,28.5,0,7.00
Young,TOR,35:58,9.00,19.50,0.45,3.00,7.00,0.42,6.00,6.50,0.92,1,4,5,11,1,0,8,2,25.1,+14,8.00
Young,CLE,38:19,14.00,28.00,0.50,5.50,12.00,0.46,3.00,4.00,0.67,0,4,4,10,0,1,5,3,27.4,-9,7.00
Young,DET,37:57,13.00,25.00,0.52,7.00,13.50,0.53,3.50,4.00,0.75,0,4,4,15,0,0,5,3,27.4,+16,7.00
Young,HOU,36:28,9.50,19.00,0.50,5.50,11.50,0.47,8.50,9.00,0.96,0,4,4,14,1,0,4,4,27.0,+11,6.00
Young,MIA,39:40,9.00,17.50,0.51,4.50,9.50,0.49,8.00,9.50,0.82,0,3,3,13,2,0,6,1,24.2,-11,6.00
Young,MEM,40:56,10.00,20.00,0.51,6.00,10.50,0.58,4.00,5.00,0.86,0,5,5,13,1,1,2,3,25.9,+2,6.00
Young,CHI,39:31,10.50,23.00,0.46,5.00,11.50,0.42,4.00,5.00,0.86,0,2,2,13,1,0,6,3,14.6,-3,5.00
Young,SAC,38:29,8.50,20.50,0.41,3.00,11.00,0.28,5.50,7.00,0.79,1,2,3,9,4,0,4,4,20.2,-11,5.00
Young,WAS,39:46,6.50,17.50,0.37,3.00,11.00,0.28,6.50,7.00,0.93,0,3,3,13,3,0,5,2,36.3,-13,8.00
Young,OKC,33:57,9.00,18.50,0.48,3.50,9.00,0.40,10.50,13.00,0.87,0,4,4,11,2,0,6,2,21.0,-9,5.00
Young,IND,28:00,8.50,16.00,0.52,3.00,8.50,0.36,12.00,15.00,0.82,0,2,2,6,2,0,3,2,4.6,-28,3.00
Young,ORL,42:03,5.00,15.50,0.34,1.50,10.00,0.16,7.00,8.00,0.85,0,4,4,9,1,1,5,2,21.5,-10,7.00
Young,PHI,43:25,7.50,20.50,0.35,1.50,10.00,0.16,5.50,7.50,0.75,0,1,1,11,1,1,5,2,18.5,+7,6.00
Young,IND,30:03,9.00,22.50,0.40,2.00,8.50,0.24,9.50,12.00,0.78,3,0,3,6,2,0,5,1,5.6,-19,3.00
Young,WAS,36:09,5.50,19.50,0.28,2.00,7.00,0.29,7.50,8.50,0.93,1,1,2,10,1,1,1,5,16.0,-23,5.00
Young,SAS,37:36,5.00,18.00,0.28,2.00,8.00,0.27,5.00,6.00,0.89,0,6,6,13,1,1,3,0,32.8,+16,8.00
Young,ORL,38:42,8.50,21.50,0.39,4.00,10.50,0.37,7.50,9.00,0.83,1,2,3,12,1,0,8,3,11.7,+2,4.00
Young,CLE,28:18,8.00,19.00,0.41,3.50,8.50,0.36,7.50,8.00,0.94,0,1,1,5,0,0,4,2,8.0,-20,3.00
Young,DAL,33:11,5.50,13.00,0.43,2.00,5.00,0.46,3.50,3.50,0.50,0,1,1,11,3,0,2,3,28.4,+9,6.00
Young,TOR,41:44,7.50,15.00,0.50,2.50,5.50,0.52,5.00,5.50,0.45,0,2,2,12,2,0,5,3,21.2,+8,6.00
Young,LAL,34:16,9.00,21.00,0.44,1.50,5.50,0.27,10.50,11.50,0.91,1,1,2,13,1,0,5,0,21.7,+5,6.00
Young,PHO,42:11,9.00,22.00,0.41,3.50,6.50,0.46,6.50,7.00,0.96,0,1,1,15,3,1,7,2,31.2,-1,7.00
Young,GSW,42:16,10.50,18.50,0.58,6.50,10.00,0.65,1.50,2.00,0.75,0,0,0,6,1,0,3,3,25.7,+5,7.00
Young,LAC,35:43,12.00,19.00,0.64,7.00,11.00,0.64,2.50,3.50,0.65,0,2,2,12,2,0,5,5,22.4,-6,5.00
Young,BOS,37:52,10.00,17.50,0.57,5.00,9.00,0.53,5.00,5.50,0.90,0,2,2,10,1,0,4,0,10.3,-10,4.00
Young,PHI,39:47,8.00,19.50,0.45,2.50,8.50,0.31,4.00,4.00,1.00,0,1,1,12,1,0,7,1,27.0,+5,8.00
Young,HOU,32:54,9.00,23.00,0.40,3.50,11.00,0.31,7.00,9.00,0.88,0,4,4,8,2,1,4,3,12.7,-1,4.00
Young,CHI,35:42,8.00,18.50,0.43,3.50,10.50,0.32,8.00,11.00,0.71,0,3,3,14,0,0,2,1,18.3,-14,4.00
Young,CHO,34:26,4.50,15.00,0.29,2.00,9.50,0.21,7.50,9.00,0.79,1,1,2,12,0,0,4,4,9.0,-15,3.00
Young,TOR,35:20,3.50,13.00,0.27,2.00,9.00,0.23,6.50,7.00,0.96,0,3,3,7,0,0,4,3,3.7,-6,3.00
Jokic,LAL,36:16,,,,,,,,,,3,10,13,11,1,1,2,2,29.3,+15,6.00
Jokic,MEM,34:58,,,,,,,,,,3,9,12,7,1,1,9,1,17.0,+6,5.00
Jokic,OKC,29:52,10,18,0.558,2,4.5,0.425,3.5,5,0.6665,2,12,14,5,0,0,4,3,24.9,+21,6.00
Jokic,UTA,35:14,10,15,0.6605,1,3,0.375,4,4.5,0.9165,1,9,10,11,0,2,1,3,29.7,+13,6.00
Jokic,MIN,29:58,12,16,0.75,1,2.5,0.4165,2.5,4,0.7,2,8,10,3,0,0,5,0,14.2,-19,5.00
Jokic,DAL,35:35,11.5,19.5,0.614,1,4.5,0.25,2,3.5,0.7,7,7,14,9,1,1,4,3,36.4,+17,7.00
Jokic,CHI,33:21,12.5,19.5,0.6765,1.5,4,0.5835,2.5,3.5,0.8,4,12,16,9,3,0,1,3,33.9,+33,6.00
Jokic,NOP,36:22,11.5,16,0.719,1.5,2.5,0.6665,6,7,0.8,3,11,14,12,1,1,2,1,36.5,+16,7.00
Jokic,GSW,36:36,12,20,0.594,1.5,4.5,0.333,6,7,0.8,3,10,13,5,3,1,3,3,29.6,+3,7.00
Jokic,HOU,38:14,14.5,24.5,0.5925,1.5,7,0.229,4.5,7.5,0.6,6,15,21,11,0,1,3,3,35.9,+12,8.00
Jokic,LAC,35:45,13.5,25.5,0.53,1.5,7,0.229,7,9,0.8,3,13,16,9,1,0,4,2,27.6,+3,7.00
Jokic,NOP,36:10,10.5,24.5,0.424,2,6.5,0.3095,11,11,1,2,14,16,18,1,1,4,2,31.1,+5,6.00
Jokic,CLE,27:49,9,21.5,0.424,1.5,7.5,0.2055,9.5,9.5,1,1,9,10,7,1,1,3,5,15.9,-16,4.00
Jokic,DET,15:13,9,16.5,0.5575,0.5,4,0.0625,3.5,5,0.7,0,5,5,5,0,1,1,1,9.3,-4,2.00
Jokic,ORL,36:20,6,10.5,0.5575,0.5,2,0.125,1,2.5,0.2,5,8,13,12,3,2,1,4,38.3,+4,6.00
Jokic,HOU,42:09,8,13,0.5835,1,3,0.375,2.5,2.5,0.5,6,13,19,8,3,0,3,3,32.8,-12,8.00
Jokic,SAS,34:12,13,24.5,0.5595,2,5,0.4375,6,8,0.818,5,6,11,9,1,0,5,3,31.9,+14,8.00
Jokic,HOU,33:21,15.5,30,0.519,1.5,4,0.1875,6,8,0.818,6,4,10,15,1,0,0,2,39.2,+29,7.00
Jokic,PHO,34:55,14.5,24,0.609,0.5,1,0.25,6,6.5,0.9375,1,4,5,16,1,2,3,4,21.7,+6,5.00
Jokic,SAC,38:10,10.5,18.5,0.566,0.5,2.5,0.25,5,7,0.6875,2,11,13,14,2,1,0,3,39.9,+11,8.00
Jokic,LAC,37:07,11,20.5,0.5325,0.5,3.5,0.125,6,9,0.625,5,10,15,10,1,0,4,2,12.9,+1,5.00
Jokic,HOU,34:22,11,27.5,0.423,1.5,5.5,0.268,5.5,7,0.875,7,9,16,5,0,2,3,5,14.7,+3,5.00
Jokic,ATL,36:01,9,29,0.3135,1.5,4.5,0.393,3,4.5,0.7855,2,6,8,9,3,2,1,3,30.8,+8,5.00
Jokic,CHI,16:24,9,19.5,0.519,1,1.5,0.75,5,7,0.714,3,6,9,6,0,0,0,1,9.0,+5,1.00
Jokic,BRK,29:49,5.5,9,0.546,0.5,0.5,0.5,3,3.5,0.4285,1,13,14,10,1,0,1,2,30.8,+21,6.00
Jokic,OKC,37:25,5,8.5,0.5335,0,1,0,5,6,0.4165,4,2,6,12,2,0,3,3,25.9,-9,5.00
Jokic,DAL,27:50,8,13.5,0.6,0.5,2,0.25,8.5,10,0.854,1,8,9,7,2,0,2,2,10.8,+16,2.00
Jokic,TOR,38:06,5.5,11.5,0.454,0.5,1.5,0.25,4.5,5,0.9375,5,10,15,6,0,2,2,2,29.0,+15,7.00
Jokic,BRK,34:09,8,15.5,0.47,1.5,3,0.3,2,2.5,0.8335,2,9,11,7,3,2,0,4,35.7,+29,7.00
Jokic,CHO,35:38,12.5,20,0.6355,2.5,3.5,0.8,3.5,4,0.8335,2,8,10,9,1,1,3,6,17.8,+12,4.00
Jokic,GSW,39:03,10,15.5,0.6385,1,2,0.5,3.5,3.5,1,4,10,14,8,0,0,3,2,26.8,+21,6.00
Jokic,MEM,29:58,6,13,0.452,0,2,0,10,10,1,0,14,14,10,0,2,3,1,31.9,+25,6.00
Jokic,OKC,31:32,7.5,11.5,0.6665,0.5,1.5,0.5,10.5,10.5,1,2,8,10,7,1,1,7,2,18.2,-19,4.00
Jokic,CHO,27:30,10,10.5,0.95,1,1,1,1.5,1.5,0.5,0,11,11,6,1,1,3,2,15.9,+27,3.00
Jokic,GSW,38:25,7.5,8.5,0.8785,0.5,0.5,0.5,0.5,0.5,0.5,2,7,9,10,2,1,4,2,36.0,+4,7.00
Jokic,ORL,36:51,9.5,11.5,0.835,1,1,0.5,3.5,4,0.9285,0,4,4,8,3,0,2,3,27.1,-4,6.00
Jokic,DET,24:37,13,17.5,0.7485,1,1.5,0.5,4.5,5.5,0.8035,0,7,7,16,0,5,2,4,15.9,+16,1.00
