Player,OPP,MP,FGAVG,FGAAVG,FG%AVG,3PAVG,3PAAVG,3P%AVG,FTAVG,FTAAVG,FT%AVG,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,GmSc,+/-,Bucket
Antetokounmpo,SAS,39:30,9.50,16.50,0.58,0.50,2.50,0.25,8.50,12.00,0.71,3,11,14,7,2,1,1,3,42.0,+11,9.00
Antetokounmpo,HOU,38:56,13.50,20.50,0.65,1.50,2.50,0.58,6.50,9.50,0.68,3,14,17,2,0,1,2,4,39.3,-1,10.00
Antetokounmpo,UTA,38:23,17.50,26.50,0.66,1.50,2.50,0.58,9.50,13.50,0.69,4,6,10,11,0,0,4,5,19.7,-14,5.00
Antetokounmpo,BOS,25:40,13.00,22.50,0.57,0.50,2.00,0.25,10.00,15.00,0.64,5,7,12,6,1,1,4,2,25.2,+38,5.00
Antetokounmpo,GSW,36:39,10.00,16.50,0.63,0.00,1.00,0.00,4.50,7.00,0.68,3,6,9,5,0,0,4,3,24.2,+1,7.00
Antetokounmpo,SAC,40:23,11.50,17.50,0.68,0.50,1.50,0.17,5.00,6.50,0.78,1,9,10,10,3,0,4,4,25.2,-13,6.00
Antetokounmpo,DET,38:08,11.00,19.00,0.58,0.50,2.50,0.17,7.50,11.00,0.70,3,7,10,9,2,1,5,1,27.2,+13,7.00
Antetokounmpo,DET,35:33,9.50,16.00,0.59,0.00,1.50,0.00,10.00,18.00,0.57,3,14,17,10,3,2,2,3,30.8,+12,7.00
Antetokounmpo,CLE,34:33,10.50,20.50,0.53,0.50,3.00,0.10,9.50,17.00,0.58,2,16,18,10,0,2,2,3,35.6,+11,7.00
Antetokounmpo,CLE,35:47,13.50,24.50,0.55,1.00,3.00,0.60,5.00,7.50,0.67,2,9,11,9,1,1,6,5,18.6,+8,5.00
Antetokounmpo,NOP,28:55,12.50,18.50,0.68,0.50,0.50,0.50,3.00,6.00,0.56,1,11,12,4,2,0,1,3,28.2,+23,6.00
Antetokounmpo,DEN,36:55,10.00,14.50,0.69,0.50,0.50,0.50,5.50,10.00,0.54,2,10,12,4,1,1,2,4,23.4,-3,6.00
Antetokounmpo,POR,37:46,11.00,17.50,0.63,1.00,1.00,1.00,6.50,11.00,0.59,3,5,8,4,3,1,6,5,20.3,+6,6.00
Antetokounmpo,DAL,40:10,10.50,17.50,0.60,0.50,1.50,0.50,6.50,11.00,0.59,1,5,6,10,5,1,1,3,47.5,+15,10.00
Antetokounmpo,UTA,39:36,15.00,22.00,0.67,1.00,3.50,0.20,6.50,10.50,0.62,2,5,7,13,0,1,5,3,31.8,-8,7.00
Antetokounmpo,PHO,38:36,15.50,21.50,0.72,1.00,3.50,0.20,8.50,12.50,0.67,4,6,10,6,0,0,5,5,21.8,+1,7.00
Antetokounmpo,MIN,27:21,12.00,19.50,0.64,0.50,2.50,0.17,9.00,14.00,0.64,1,2,3,7,1,0,3,1,12.2,-18,4.00
Antetokounmpo,CHO,23:39,10.00,19.00,0.52,0.50,2.50,0.17,5.00,10.00,0.48,1,13,14,3,1,1,0,5,15.6,+28,3.00
Antetokounmpo,DEN,30:24,6.00,12.00,0.50,0.00,1.50,0.00,4.00,7.00,0.57,4,14,18,5,3,2,2,2,38.0,+18,8.00
Antetokounmpo,MIA,33:38,9.50,14.50,0.62,0.00,0.50,0.00,6.50,10.50,0.64,2,9,11,8,0,2,5,0,20.9,-23,5.00
Antetokounmpo,MEM,36:37,12.50,18.50,0.67,0.50,1.00,0.25,4.00,7.00,0.29,0,4,4,12,0,0,1,5,34.1,-14,7.00
Antetokounmpo,MIN,41:11,13.00,17.50,0.75,0.50,1.00,0.25,2.50,4.50,0.28,4,9,13,5,1,0,3,1,31.3,+1,7.00
Antetokounmpo,PHI,35:45,12.00,15.00,0.79,0.50,0.50,0.50,9.50,15.00,0.61,1,11,12,9,0,1,6,1,25.5,+14,6.00
Antetokounmpo,CHO,24:15,9.50,15.00,0.64,1.00,1.50,0.75,11.50,16.50,0.71,3,5,8,1,0,0,1,1,20.6,+25,5.00
Antetokounmpo,CHO,33:27,9.00,15.00,0.60,1.00,1.50,0.75,8.00,10.00,0.81,2,8,10,5,0,0,1,3,22.2,+16,5.00
Antetokounmpo,CHI,37:19,9.00,14.00,0.64,1.50,1.50,1.00,4.50,5.50,0.77,5,11,16,6,1,1,1,3,45.9,+6,10.00
Antetokounmpo,GSW,32:34,13.00,18.50,0.70,2.00,2.50,0.83,7.00,9.50,0.71,2,5,7,6,0,1,2,1,19.9,-6,5.00
Antetokounmpo,LAL,38:41,12.00,18.50,0.63,1.50,3.00,0.50,9.00,12.50,0.71,2,12,14,12,1,1,4,2,33.0,-4,7.00
Antetokounmpo,LAC,38:37,11.00,19.00,0.57,1.00,3.00,0.33,5.50,8.00,0.69,0,7,7,10,1,1,3,3,26.6,+19,7.00
Antetokounmpo,SAC,32:53,13.00,23.50,0.55,0.50,2.50,0.17,7.50,11.00,0.69,1,12,13,4,1,0,4,3,23.4,-18,6.00
Antetokounmpo,PHI,36:56,11.00,20.50,0.54,0.00,2.00,0.00,10.00,14.50,0.69,4,7,11,7,1,0,7,4,27.8,-4,7.00
Antetokounmpo,BRK,34:55,9.50,14.50,0.67,0.00,1.00,0.00,12.00,16.00,0.75,3,6,9,5,0,2,2,3,16.1,+5,5.00
Durant,GSW,36:47,,,,,,,,,,2,9,11,3,0,1,2,1,9.1,0,4.00
Durant,LAL,39:23,,,,,,,,,,0,11,11,2,1,1,8,2,21.4,+18,8.00
Durant,UTA,29:25,10.50,25.00,0.41,1.00,3.50,0.35,6.50,9.00,0.68,0,4,4,7,1,1,2,1,26.9,+30,6.00
Durant,SAS,37:19,11.00,19.50,0.61,1.00,4.50,0.23,9.50,11.00,0.88,0,2,2,7,2,0,5,0,19.6,+3,6.00
Durant,SAS,36:38,10.00,15.00,0.68,1.00,3.50,0.29,5.00,5.50,0.75,0,6,6,1,0,2,3,3,19.6,-17,6.00
Durant,PHI,36:09,11.00,17.00,0.65,2.00,4.00,0.47,3.00,5.50,0.53,1,7,8,3,1,2,5,1,21.7,-13,7.00
Durant,DET,34:35,9.50,17.50,0.56,2.00,4.50,0.43,8.50,11.50,0.71,0,4,4,5,1,2,3,1,31.4,+7,9.00
Durant,CHI,42:20,11.50,23.50,0.48,1.00,3.50,0.29,12.00,13.00,0.93,1,6,7,9,2,1,6,2,21.3,+5,5.00
Durant,LAL,38:36,10.50,21.50,0.48,1.50,4.00,0.37,10.50,10.50,1.00,1,8,9,5,0,0,4,4,24.5,+8,8.00
Durant,OKC,36:14,10.00,21.50,0.46,3.00,5.50,0.53,8.50,9.50,0.90,0,9,9,4,1,2,3,1,22.7,-13,6.00
Durant,MIN,35:22,10.00,22.50,0.44,3.50,5.50,0.63,9.50,10.50,0.90,0,6,6,6,0,1,2,3,28.4,+27,7.00
Durant,UTA,33:23,9.00,16.50,0.56,2.50,3.50,0.80,9.00,9.00,1.00,0,9,9,9,0,0,1,1,36.2,-8,8.00
Durant,UTA,46:19,13.00,18.50,0.71,4.00,5.00,0.88,4.50,4.50,1.00,0,8,8,10,2,2,7,2,30.7,+4,8.00
Durant,POR,37:14,14.50,24.50,0.60,5.00,8.50,0.60,4.50,4.50,1.00,0,4,4,9,0,1,3,4,25.1,+20,7.00
Durant,GSW,34:13,13.50,24.00,0.57,3.00,5.50,0.72,5.00,5.00,1.00,0,8,8,2,0,2,6,2,23.4,+5,7.00
Durant,TOR,35:31,10.00,17.50,0.56,2.50,3.00,0.88,9.00,9.00,1.00,0,4,4,6,1,0,1,1,18.4,-1,6.00
Durant,DEN,36:11,9.00,22.00,0.43,2.50,6.00,0.50,10.50,10.50,1.00,0,4,4,11,1,3,1,2,25.9,-6,6.00
Durant,MEM,32:54,9.50,27.50,0.34,1.50,5.50,0.29,9.50,9.50,1.00,0,2,2,5,1,1,2,1,23.8,+8,6.00
Durant,LAL,38:37,9.00,19.50,0.52,1.50,3.00,0.50,9.00,10.00,0.86,0,7,7,4,0,1,5,5,22.1,+6,7.00
Durant,BRK,37:59,11.00,15.50,0.71,3.00,5.00,0.62,4.00,5.50,0.73,1,5,6,4,1,2,2,3,21.4,0,6.00
Durant,NYK,35:42,10.50,17.50,0.60,2.50,6.00,0.39,5.50,7.00,0.78,0,3,3,6,0,0,0,1,22.2,-7,6.00
Durant,WAS,34:50,9.50,19.50,0.49,2.50,7.00,0.32,6.50,8.50,0.76,3,2,5,5,1,1,2,1,19.9,-2,6.00
Durant,POR,38:28,10.50,22.50,0.47,2.00,5.50,0.22,5.50,8.00,0.69,0,4,4,5,2,0,5,1,27.7,+8,8.00
Durant,SAC,34:04,13.50,26.00,0.51,0.50,2.50,0.17,6.50,8.50,0.77,0,7,7,2,1,0,7,0,18.9,-14,6.00
Durant,DAL,42:37,12.50,21.00,0.61,1.50,3.00,0.50,7.50,8.50,0.88,1,7,8,7,0,1,6,2,11.5,-5,4.00
Durant,HOU,41:05,6.50,12.50,0.50,1.50,3.00,0.50,7.50,8.00,0.94,0,10,10,16,2,1,3,2,31.7,+17,6.00
Durant,CHO,38:41,6.50,13.50,0.46,2.00,5.00,0.38,6.50,7.50,0.88,1,3,4,11,1,3,1,2,27.1,+10,5.00
Durant,ORL,38:31,8.50,13.50,0.65,3.00,5.00,0.71,4.00,5.00,0.88,0,5,5,5,3,1,0,1,29.4,+9,7.00
Durant,MEM,36:22,10.00,16.00,0.65,2.50,4.00,0.70,3.50,3.50,1.00,2,8,10,5,0,1,1,1,17.9,-7,5.00
Durant,LAC,34:40,11.50,22.00,0.52,1.00,3.00,0.20,3.00,3.00,1.00,0,7,7,2,0,1,3,2,22.1,-14,6.00
Durant,LAL,32:15,10.50,20.00,0.53,1.50,3.50,0.25,4.00,4.50,0.94,0,5,5,5,3,1,1,0,20.1,+15,4.00
Durant,POR,37:38,8.50,14.50,0.59,2.50,5.50,0.45,4.50,5.00,0.94,1,4,5,6,0,0,3,4,14.5,0,5.00
Durant,SAC,38:31,7.50,14.00,0.54,2.00,5.00,0.40,2.50,2.50,1.00,1,4,5,4,0,2,7,3,16.5,-4,6.00
Durant,NOP,35:28,7.50,16.00,0.47,3.00,6.50,0.45,6.00,6.00,1.00,1,4,5,2,2,2,1,1,22.4,+25,6.00
Durant,IND,40:18,9.00,17.50,0.51,3.50,8.00,0.44,5.00,5.00,1.00,1,8,9,2,0,3,2,4,32.7,+7,8.00
Durant,CHI,40:54,14.50,22.00,0.65,3.50,7.50,0.47,0.50,0.50,0.50,1,5,6,8,1,2,1,2,35.0,+3,9.00
Durant,DAL,37:39,17.00,28.50,0.61,5.00,11.00,0.49,2.50,3.00,0.42,0,10,10,7,1,2,1,4,13.1,+19,3.00
Durant,IND,39:14,10.00,21.00,0.45,3.00,9.50,0.20,4.50,6.50,0.70,1,6,7,6,1,1,2,1,19.1,-9,4.00
Durant,ORL,37:06,6.50,12.50,0.50,1.00,4.00,0.25,2.00,3.50,0.29,0,4,4,5,0,1,7,3,6.6,-25,3.00
Durant,MIA,41:45,8.00,13.50,0.59,1.50,3.50,0.42,0.00,0.00,0.00,2,6,8,7,1,2,1,0,22.2,+6,4.00
Durant,BRK,37:35,7.50,13.50,0.56,1.50,4.00,0.37,1.00,1.00,0.50,0,5,5,8,0,2,3,1,30.5,+20,7.00
Durant,ATL,38:09,9.00,15.50,0.58,2.00,5.50,0.37,6.50,7.00,0.96,1,7,8,8,2,1,4,3,29.7,-1,7.00
Durant,WAS,26:07,12.00,20.00,0.60,3.50,7.50,0.44,6.50,7.00,0.96,0,4,4,3,2,1,1,0,19.1,+18,4.00
Durant,MIL,39:24,10.50,16.50,0.68,4.00,6.00,0.78,1.50,2.00,0.75,0,10,10,1,1,2,5,3,16.8,+8,6.00
Durant,UTA,35:24,9.00,15.00,0.65,2.00,4.00,0.60,3.00,4.50,0.61,0,8,8,7,3,2,3,1,28.8,+17,7.00
Durant,GSW,39:24,12.50,22.00,0.57,1.50,5.50,0.27,3.00,4.00,0.86,1,9,10,7,1,2,6,0,15.2,0,5.00
Durant,SAC,38:03,12.00,24.00,0.50,2.00,7.00,0.29,1.50,1.50,1.00,2,9,11,4,1,0,3,2,23.8,+8,6.00
Durant,DET,29:36,10.50,21.00,0.52,2.00,6.50,0.33,3.00,4.00,0.83,1,5,6,6,1,2,5,2,22.1,+23,5.00
Durant,DAL,40:22,9.50,15.00,0.63,1.50,4.00,0.37,6.00,7.00,0.83,0,6,6,1,1,1,5,3,8.4,-4,5.00
Durant,HOU,38:01,8.50,17.50,0.51,1.50,5.50,0.29,5.50,6.50,0.80,0,11,11,8,1,2,2,3,23.5,+5,6.00
Durant,LAL,38:35,9.50,22.00,0.43,1.50,7.50,0.20,5.00,7.50,0.65,1,4,5,7,0,2,3,2,15.2,+2,5.00
Durant,HOU,40:25,8.50,21.00,0.40,1.50,7.50,0.20,6.50,8.00,0.85,2,5,7,6,0,0,3,1,16.4,+2,5.00
Durant,HOU,39:21,7.50,19.50,0.39,1.50,5.50,0.29,6.50,8.00,0.85,2,7,9,2,0,3,6,1,20.9,-5,6.00
Durant,OKC,35:38,10.00,19.00,0.53,1.00,3.50,0.29,6.00,9.00,0.66,0,4,4,3,1,1,5,2,11.1,-9,4.00
Durant,DEN,43:47,9.00,17.00,0.52,1.50,4.00,0.38,5.50,7.00,0.81,0,8,8,5,0,2,2,1,21.3,+14,7.00
Durant,TOR,34:52,10.00,24.50,0.41,2.50,6.00,0.44,5.00,5.50,0.90,0,3,3,1,1,0,4,1,23.9,+8,7.00
Durant,BOS,37:24,12.50,26.50,0.50,2.50,6.50,0.39,7.50,8.50,0.86,1,9,10,6,1,0,6,2,35.0,-1,9.00
Durant,CLE,39:11,14.50,22.50,0.64,3.00,6.00,0.49,8.00,9.50,0.82,0,8,8,6,1,0,3,2,27.8,+13,8.00
Durant,BOS,34:09,16.00,26.00,0.62,4.50,8.50,0.54,4.50,6.00,0.76,0,3,3,1,0,1,3,1,8.8,-17,4.00
Durant,CHO,37:57,11.50,22.50,0.51,3.00,6.50,0.42,2.50,3.50,0.65,0,8,8,5,1,0,3,1,8.0,-2,3.00
Durant,MIL,41:19,7.00,17.00,0.40,1.00,4.50,0.25,1.50,2.00,0.75,1,8,9,4,3,2,1,3,13.7,-11,3.00
Durant,PHI,35:53,4.50,12.50,0.37,1.00,4.50,0.25,2.00,2.00,1.00,0,8,8,4,0,3,4,1,16.3,+1,5.00
Durant,ATL,36:56,7.00,14.00,0.48,1.50,4.50,0.33,1.00,1.00,0.50,1,3,4,2,0,3,5,1,10.2,0,4.00
Brunson,BOS,32:35,,,,,,,,,,1,2,3,6,3,0,2,3,7.6,-9,3.00
Brunson,ATL,32:42,,,,,,,,,,0,3,3,5,0,0,2,1,22.3,+13,7.00
Brunson,NOP,30:35,8.50,21.00,0.41,5.50,10.00,0.52,0.50,1.50,0.25,1,3,4,5,0,0,1,2,8.7,-9,3.00
Brunson,CLE,33:40,7.50,17.50,0.41,4.50,8.50,0.43,3.00,4.00,0.67,0,5,5,2,2,0,5,1,9.7,+21,4.00
Brunson,CLE,38:36,5.50,15.00,0.36,1.00,4.00,0.27,4.50,5.50,0.82,1,3,4,4,0,0,1,4,12.5,-6,5.00
Brunson,MIL,41:37,7.50,19.50,0.39,0.50,2.50,0.17,6.00,7.00,0.84,2,3,5,4,1,0,4,3,30.9,+2,9.00
Brunson,LAC,35:12,12.50,26.50,0.46,1.00,5.00,0.13,8.50,10.00,0.85,2,1,3,6,3,0,4,1,3.9,-1,2.00
Brunson,SAS,32:45,9.50,21.00,0.37,1.50,5.50,0.29,5.50,6.50,0.91,0,2,2,6,0,0,0,2,18.9,+27,5.00
Brunson,CHO,26:34,5.00,15.50,0.29,3.00,5.50,0.48,3.00,3.00,1.00,0,1,1,1,1,0,1,2,14.6,+13,4.00
Brunson,BOS,38:46,7.50,15.50,0.50,3.50,6.00,0.56,4.00,4.00,1.00,0,3,3,4,1,0,2,0,17.2,-20,6.00
Brunson,ATL,40:58,8.50,16.50,0.53,2.50,5.50,0.46,3.50,4.50,0.80,0,0,0,8,0,0,3,2,15.7,+8,5.00
Brunson,WAS,33:54,9.00,20.00,0.45,4.50,8.50,0.51,2.50,3.50,0.80,3,4,7,7,0,0,0,2,27.3,+18,7.00
Brunson,CHO,38:52,9.00,21.00,0.43,6.00,10.00,0.60,4.00,4.00,1.00,0,4,4,7,0,0,2,2,25.4,+15,7.00
Brunson,MIN,36:09,11.00,22.00,0.50,5.00,9.00,0.55,5.00,5.00,1.00,0,4,4,6,0,0,1,2,20.9,-16,5.00
Brunson,MIA,34:13,9.50,18.00,0.52,3.50,7.00,0.50,6.00,6.00,1.00,0,3,3,3,0,0,2,1,16.6,-6,5.00
Brunson,PHO,38:12,8.50,15.50,0.55,2.00,5.00,0.38,5.50,6.50,0.80,0,6,6,8,3,1,2,5,29.8,+5,7.00
Brunson,CHO,33:32,12.50,20.50,0.61,3.00,7.00,0.38,1.50,3.50,0.30,1,2,3,7,3,0,2,3,13.3,+20,3.00
Brunson,DET,39:56,10.00,17.00,0.58,3.50,7.50,0.45,0.00,1.50,0.00,2,4,6,8,1,0,1,3,37.0,+11,9.00
Brunson,TOR,36:39,9.00,16.50,0.55,4.50,8.50,0.49,4.50,5.50,0.45,0,5,5,8,1,0,2,2,16.2,+15,5.00
Brunson,MIL,34:14,11.00,22.50,0.49,5.00,10.00,0.48,5.00,5.50,0.95,0,3,3,6,1,0,3,1,14.1,-14,5.00
Brunson,BOS,33:32,9.50,21.50,0.44,1.50,6.50,0.19,2.50,4.00,0.79,0,1,1,4,1,0,1,3,15.4,-21,5.00
Brunson,TOR,37:34,9.00,19.50,0.46,0.00,5.00,0.00,5.50,8.00,0.67,0,2,2,9,1,0,7,5,13.5,+1,5.00
Brunson,UTA,39:01,7.50,14.50,0.53,1.50,5.00,0.30,5.50,7.50,0.72,2,5,7,8,2,0,3,4,16.0,+9,5.00
Brunson,PHO,35:14,6.50,15.50,0.45,1.50,5.50,0.30,7.50,11.00,0.68,1,5,6,9,5,0,2,0,51.4,+7,10.00
Brunson,LAC,33:56,11.50,21.00,0.53,4.50,7.50,0.50,9.00,12.50,0.73,2,5,7,6,0,0,2,2,17.2,-25,5.00
Brunson,LAL,36:44,12.00,20.00,0.58,5.50,7.00,0.70,6.50,7.50,0.89,1,3,4,3,1,1,4,0,19.7,+1,6.00
Brunson,BRK,32:14,8.50,19.00,0.44,2.50,5.50,0.45,6.00,6.00,1.00,1,6,7,8,1,0,3,0,13.6,+18,4.00
Brunson,MIL,37:17,8.00,18.00,0.44,2.00,4.50,0.42,4.50,5.00,0.88,0,3,3,7,0,1,3,2,26.5,-16,8.00
Brunson,MIL,37:08,10.50,20.50,0.49,2.00,4.00,0.47,3.00,3.50,0.88,1,3,4,6,1,0,0,0,30.4,+6,8.00
Brunson,OKC,36:46,15.00,27.00,0.56,2.00,4.00,0.47,5.00,6.00,0.89,2,2,4,7,2,1,5,4,17.3,-9,5.00
Brunson,ORL,34:25,12.00,23.50,0.51,1.00,4.00,0.27,6.00,7.00,0.89,0,7,7,8,0,1,3,2,15.7,-10,4.00
Brunson,IND,40:46,6.50,17.00,0.37,0.50,4.50,0.10,8.50,8.50,1.00,0,1,1,6,0,1,4,3,15.0,-17,6.00
Brunson,MIN,40:40,6.50,18.50,0.34,2.00,6.00,0.25,9.00,10.50,0.83,0,4,4,14,1,0,2,4,10.3,+16,4.00
Brunson,CHI,38:19,7.00,22.50,0.31,2.50,8.50,0.31,5.50,7.00,0.83,0,3,3,13,0,0,4,3,25.6,+31,7.00
Brunson,PHI,32:23,9.00,22.50,0.40,2.50,9.00,0.28,3.00,3.00,1.00,0,3,3,2,1,1,0,1,23.0,+14,6.00
Brunson,WAS,34:56,12.00,21.00,0.57,4.00,9.00,0.44,2.00,2.00,1.00,0,3,3,8,0,0,2,2,28.1,+20,7.00
Brunson,POR,25:57,10.50,19.00,0.55,4.00,8.50,0.47,6.00,6.00,1.00,1,2,3,7,0,0,0,0,11.3,+29,3.00
Brunson,DAL,38:59,6.50,14.50,0.41,2.50,7.50,0.32,7.00,7.50,0.92,0,2,2,8,1,0,4,3,20.2,+8,6.00
Brunson,HOU,36:53,6.50,16.50,0.36,1.50,6.50,0.24,6.50,7.50,0.86,0,3,3,7,0,0,2,2,21.5,+12,6.00
Brunson,WAS,40:21,10.50,21.50,0.49,3.00,7.50,0.39,6.00,8.00,0.73,1,7,8,8,2,1,6,2,31.2,+10,9.00
Brunson,TOR,35:07,12.50,24.00,0.52,3.00,6.50,0.47,7.50,10.00,0.71,1,4,5,9,1,0,3,3,32.1,+22,8.00
Brunson,BRK,35:47,13.50,25.00,0.54,3.50,7.50,0.48,9.00,10.00,0.92,0,3,3,4,0,0,2,2,19.5,+7,6.00
Brunson,DEN,26:33,12.00,22.50,0.53,3.50,9.00,0.37,6.50,7.00,0.93,0,1,1,4,0,0,2,0,17.9,+24,5.00
Brunson,MIA,38:16,9.00,16.00,0.60,1.50,4.50,0.39,6.00,6.50,0.93,0,5,5,8,1,1,0,2,29.0,+24,7.00
Brunson,CHO,34:14,9.50,16.00,0.62,2.50,5.00,0.50,5.00,5.50,0.90,0,4,4,7,1,0,2,1,24.7,+20,7.00
Brunson,UTA,38:01,12.50,23.00,0.54,3.00,7.00,0.42,4.00,5.00,0.80,0,3,3,9,0,1,0,2,23.6,+19,6.00
Brunson,IND,36:52,11.50,23.50,0.49,2.00,6.00,0.33,5.50,6.50,0.84,1,4,5,1,0,0,2,3,23.6,+4,8.00
Brunson,LAL,44:43,12.50,26.50,0.47,1.50,6.00,0.25,8.00,9.50,0.85,2,4,6,10,0,0,3,1,26.1,-5,8.00
Brunson,MEM,31:15,15.00,30.50,0.49,1.00,6.00,0.17,7.00,8.50,0.83,0,3,3,8,3,0,2,1,23.4,-3,6.00
Brunson,IND,37:28,13.00,26.00,0.50,1.00,5.00,0.21,4.50,5.50,0.82,0,3,3,4,1,0,2,2,29.0,-7,8.00
Brunson,HOU,38:48,12.50,23.00,0.54,1.00,4.50,0.23,7.00,7.50,0.90,0,4,4,7,0,0,5,4,11.8,-1,6.00
Brunson,ORL,35:00,12.00,25.00,0.48,1.50,5.50,0.27,7.50,9.00,0.81,1,0,1,6,2,0,3,0,26.2,-2,7.00
Brunson,PHI,39:23,10.50,23.00,0.46,3.50,7.00,0.48,5.50,7.50,0.74,0,2,2,12,2,1,7,2,14.3,+20,5.00
Brunson,BOS,37:34,8.00,19.50,0.40,2.50,6.00,0.31,8.50,9.00,0.93,1,2,3,9,1,0,4,0,25.9,-12,7.00
Brunson,DET,39:36,8.50,21.50,0.38,2.00,6.50,0.22,8.50,8.50,1.00,0,1,1,12,2,0,4,3,26.3,+3,7.00
Brunson,GSW,37:11,11.50,25.50,0.45,3.50,10.00,0.36,8.00,8.50,0.95,1,4,5,5,0,0,4,4,13.7,-14,6.00
Brunson,CLE,0:47,11.00,25.50,0.43,3.50,9.00,0.42,5.50,6.00,0.95,0,0,0,0,0,0,0,0,-0.7,-2,0.00
Brunson,ORL,28:42,5.50,13.00,0.22,2.00,3.50,0.29,0.50,0.50,0.50,0,3,3,2,0,0,1,2,17.6,+23,6.00
Brunson,PHI,32:24,5.50,10.00,0.29,2.00,3.50,0.29,0.00,0.00,0.00,2,1,3,8,0,0,2,1,10.1,+2,4.00
Brunson,PHI,27:04,8.50,20.50,0.43,2.50,8.00,0.34,3.00,4.00,0.38,0,4,4,9,1,0,1,0,21.5,+24,4.00
Brunson,POR,37:56,6.50,17.00,0.43,2.50,8.50,0.31,4.00,5.50,0.71,1,0,1,4,1,1,5,0,29.0,+17,9.00
Brunson,SAC,36:14,10.50,21.00,0.53,3.00,9.00,0.35,8.50,10.00,0.77,1,3,4,2,4,1,6,1,30.1,+5,9.00
Brunson,GSW,35:14,15.50,29.00,0.54,3.50,10.00,0.35,9.00,10.50,0.82,0,5,5,7,1,0,3,2,24.5,+13,7.00
Brunson,DEN,34:04,14.50,26.50,0.54,4.00,9.50,0.42,5.00,6.00,0.81,0,2,2,9,0,0,0,1,20.4,-20,6.00
Booker,GSW,36:58,,,,,,,,,,1,5,6,8,1,0,6,4,23.7,+5,7.00
Booker,SAS,35:14,,,,,,,,,,1,8,9,13,0,0,5,4,27.3,-2,7.00
Booker,MIN,25:50,11.50,20.00,0.57,4.00,7.50,0.54,4.50,4.50,1.00,1,3,4,5,0,0,2,2,22.7,0,7.00
Booker,UTA,31:52,11.00,20.50,0.54,3.50,7.00,0.50,5.50,5.50,1.00,0,4,4,15,0,0,1,3,25.0,+9,5.00
Booker,UTA,40:05,9.50,18.50,0.51,2.00,5.00,0.48,6.50,7.50,0.90,1,4,5,8,0,1,3,5,17.7,+2,6.00
Booker,POR,33:26,7.50,18.00,0.42,2.00,5.00,0.48,8.00,9.00,0.90,0,3,3,6,1,1,1,1,23.0,+18,6.00
Booker,GSW,31:29,8.50,20.50,0.42,1.00,5.00,0.14,9.00,9.00,1.00,3,5,8,10,1,0,3,2,23.9,+23,5.00
Booker,MEM,33:22,7.00,17.50,0.39,1.00,3.00,0.33,11.50,12.00,0.96,1,4,5,4,4,1,5,3,33.7,+28,8.00
Booker,NYK,37:50,10.00,18.00,0.52,2.50,3.50,0.71,10.00,11.50,0.85,2,3,5,11,0,2,2,3,22.3,+15,6.00
Booker,TOR,32:30,12.50,23.00,0.56,2.00,4.00,0.50,7.00,8.50,0.83,0,5,5,5,0,0,2,3,2.2,-15,2.00
Booker,MEM,37:07,6.00,18.50,0.28,0.50,4.00,0.13,5.50,6.00,0.94,1,9,10,7,1,0,2,2,29.4,+9,7.00
Booker,LAL,37:04,5.50,16.50,0.30,1.50,6.00,0.19,8.50,8.50,1.00,2,9,11,6,1,1,7,5,13.2,+2,5.00
Booker,SAC,37:32,7.50,18.50,0.40,2.00,4.50,0.69,10.50,10.50,1.00,0,7,7,7,1,0,3,4,24.4,-6,6.00
Booker,GSW,36:25,8.00,15.00,0.54,1.50,1.50,1.00,7.00,8.50,0.83,1,3,4,7,1,1,2,5,24.9,+15,7.00
Booker,BRK,40:28,11.00,18.50,0.62,2.50,4.00,0.75,5.50,7.00,0.83,1,5,6,12,0,0,2,5,33.3,+16,7.00
Booker,NYK,36:38,10.50,19.00,0.56,2.50,6.00,0.42,9.50,10.00,0.97,1,1,2,9,0,0,3,4,16.5,-18,6.00
Booker,WAS,41:24,10.00,20.50,0.51,1.50,5.50,0.27,9.50,10.50,0.88,0,4,4,8,1,1,5,4,15.7,+2,6.00
Booker,POR,37:49,10.50,25.00,0.42,2.00,8.00,0.24,4.50,5.50,0.82,0,3,3,7,0,0,1,3,16.1,-9,6.00
Booker,SAC,36:28,10.50,24.50,0.43,2.00,8.00,0.24,3.50,4.50,0.78,2,2,4,7,0,0,0,1,18.9,-24,5.00
Booker,DAL,40:25,10.00,22.50,0.45,0.50,4.00,0.10,4.50,6.50,0.71,0,3,3,10,1,1,3,5,16.0,-18,4.00
Booker,HOU,35:47,7.50,17.00,0.44,0.50,3.50,0.13,6.50,9.50,0.68,1,3,4,7,2,0,4,2,14.0,+13,4.00
Booker,CHO,36:41,7.50,16.50,0.45,1.00,5.00,0.21,4.00,5.50,0.85,0,4,4,7,0,1,2,4,29.6,+11,7.00
Booker,ORL,36:44,9.50,18.50,0.52,3.00,6.50,0.44,5.50,5.50,1.00,0,4,4,5,3,0,1,3,17.0,+13,5.00
Booker,POR,30:57,8.50,17.50,0.48,4.00,7.50,0.54,7.00,7.50,0.90,3,5,8,6,1,0,2,2,6.0,+12,2.00
Booker,LAC,37:06,5.50,16.50,0.33,2.00,6.00,0.31,2.50,3.50,0.65,0,2,2,6,0,0,6,4,25.7,-12,7.00
